id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
48823851,Cà Ipa - 2 double bedrooms with ensuite bathrooms,393844245,Flavia,Isole,Cannaregio,45.44253,12.3333,Entire home/apt,126,2,2,2021-06-13,0.64,2,23,2,
48843518,Venice CASA SOFOCLE 9 Posti Free Parking,393992478,Antonio,Terraferma,Bissuola,45.49192,12.26434,Entire home/apt,125,2,7,2021-08-20,4.04,1,5,7,
48854333,Private room in the city centre Venezia. San Marco,17669402,Daniela,Isole,San Marco,45.43517,12.33901,Private room,111,1,42,2021-05-28,9.77,3,342,42,
48863736,Casa delle Rose - Lovely Terrace,373329588,Rosa,Isole,Santa Croce,45.4418,12.32779,Entire home/apt,135,2,20,2021-08-30,4.41,1,332,20,
48864293,LN luxe apartments Venice Canal view Dependance,109833643,Nico,Isole,Castello,45.43494,12.34559,Entire home/apt,62,1,13,2021-08-26,6.61,2,299,13,M0270429121
48896515,Authentic experience in a stylish historic flat,394385966,Chiara,Isole,Cannaregio,45.44046,12.33582,Entire home/apt,105,3,0,,,1,101,0,
48914874,"La Serenissima Dimora ""Redentore 870""",394532635,Alessio,Isole,Giudecca,45.42541,12.33209,Entire home/apt,149,2,5,2021-08-22,1.23,1,155,5,
48931222,Soggiorno veneziano,21999174,Gianna,Terraferma,Carpenedo,45.49984,12.2466,Entire home/apt,120,7,0,,,3,331,0,
48933489,Santo Stefano Apartment,338964464,Valentina,Isole,San Marco,45.43317,12.33016,Entire home/apt,622,3,0,,,1,182,0,
48946643,San Marco Elegant,303642748,Barbara,Isole,San Marco,45.43422,12.33725,Entire home/apt,206,2,31,2021-08-29,7.56,8,334,31,
48949721,G2ST.MARK’S SQ. 5MINS WALK,10989537,Monica,Isole,San Marco,45.43198,12.33272,Entire home/apt,83,3,10,2021-08-29,2.97,7,296,10,
48951254,Top floor apartment with view over the roofs,303642748,Barbara,Isole,San Marco,45.43504,12.33818,Entire home/apt,187,2,22,2021-08-22,5.08,8,114,22,
49035013,Cavalieri Camera grande con terazza piu Wifi A.C,133734430,Francesco & Natali,Terraferma,Piave 1860,45.48752,12.23164,Private room,40,30,0,,,4,280,0,
49050597,Apostoli Palace,395587890,Junior Hotel,Isole,Cannaregio,45.44074,12.3384,Private room,86,2,0,,,1,103,0,
49057661,Ca delle Corti - mini suite n.0- vicina Biennale,24618095,Stefania,Isole,Castello,45.43464,12.34791,Private room,88,2,13,2021-08-31,3.61,3,327,13,M0270428185
49072578,Casa Anna - elegance - brightness - canal view,6019189,Federico,Isole,Santa Croce,45.44086,12.32574,Entire home/apt,198,2,10,2021-08-19,6.52,19,342,10,M02704211836
49095593,Chandeliers Apartment San Stae,28072844,Alvise,Isole,Santa Croce,45.44193,12.32977,Entire home/apt,160,1,12,2021-08-28,3.56,1,346,12,
49101518,Lovely San Stae,396026837,Luna,Isole,Santa Croce,45.44074,12.33029,Entire home/apt,125,1,14,2021-08-09,3.72,1,67,14,
49119193,Venezia center Ca' Corte Paludo WI-FI FIBRE,15112827,Marco,Isole,Castello,45.44007,12.34192,Entire home/apt,166,3,0,,,9,305,0,
49121074,Hotel Mercurio - Double Standard Room,394661668,Hotel Mercurio,Isole,San Marco,45.43314,12.33424,Private room,123,1,0,,,7,329,0,
49121682,Hotel Mercurio - Double Classic,394661668,Hotel Mercurio,Isole,San Marco,45.43333,12.33389,Private room,160,1,0,,,7,0,0,
49123522,Casa in campo,65096118,Chiara,Isole,Dorsoduro,45.43544,12.32477,Entire home/apt,75,3,0,,,2,0,0,
49173211,Behind in suite on the Canalside for two One Night,343754246,Francesco,Isole,Santa Croce,45.44016,12.3231,Entire home/apt,115,1,1,2021-05-20,0.27,9,64,1,
49173459,"GOT TIME artists' alcove, cool, air cond, 2pax",17534457,Merlin,Isole,Santa Croce,45.43922,12.32738,Entire home/apt,197,3,0,,,27,361,0,M02704211792
49173470,"MOOR'S TERRACE San Marco, rooftop for couples",153954052,Annalisa,Isole,San Marco,45.435795,12.340013,Entire home/apt,303,3,0,,,10,337,0,M0270421032
49182687,"Little Dream, Lido of Venice",396725339,Alessandra,Isole,Lido,45.41083,12.36446,Entire home/apt,225,3,7,2021-06-03,1.81,1,163,7,ip0270422923
49189358,SANT'ANGELO VIEW,396768433,Olimpia,Isole,San Marco,45.43547,12.33327,Entire home/apt,116,3,9,2021-09-02,5.51,1,0,9,
49204129,Hotel Mercurio - Double Economy,394661668,Hotel Mercurio,Isole,San Marco,45.43361,12.33377,Private room,114,1,0,,,7,311,0,
49204312,Hotel Mercurio - Double Comfort,394661668,Hotel Mercurio,Isole,San Marco,45.43522,12.33509,Private room,180,1,0,,,7,0,0,
49204397,Hotel Mercurio - Double Superior Canal View,394661668,Hotel Mercurio,Isole,San Marco,45.43512,12.33348,Private room,200,1,0,,,7,0,0,
49204468,Hotel Mercurio - Suite Canal View,394661668,Hotel Mercurio,Isole,San Marco,45.43515,12.3341,Private room,220,1,0,,,7,0,0,
49204965,Hotel Mercurio - Single Standard,394661668,Hotel Mercurio,Isole,San Marco,45.43455,12.33341,Private room,80,1,0,,,7,0,0,
49217926,"Biennale, quiet and comfy first floor",303642748,Barbara,Isole,Castello,45.43095,12.35393,Entire home/apt,250,2,15,2021-07-03,3.26,8,31,15,
49265200,Camera matrimoniale @ Ca' Del Tentor Venezia,393844245,Flavia,Isole,Santa Croce,45.43994,12.32999,Private room,144,1,0,,,2,10,0,
49267144,Stanza Luminosa con vista Canal Grande,189900693,Chicca,Isole,San Polo,45.43852,12.33339,Private room,42,7,0,,,4,190,0,
49281672,TOP LOCATION CENTER - just 1 min to Rialto,14156303,Massimiliano,Isole,Santa Croce,45.44098,12.33139,Private room,71,2,15,2021-08-31,4.46,1,361,15,
49316178,Luxury apartment at Biennale Gardens in Venice,24706907,Carmen,Isole,Castello,45.432308,12.354324,Entire home/apt,620,3,0,,,4,355,0,
49333071,LUXURY APARTMENT - 5 MIN. FROM THE RIALTO BRIDGE,3707644,Azzolina,Isole,San Polo,45.43752,12.33168,Entire home/apt,150,2,0,,,1,365,0,
49354386,Ca' Celestina,201975483,Alessandro,Isole,Santa Croce,45.43962,12.32728,Entire home/apt,78,2,9,2021-07-18,4.43,2,277,9,
49360706,TERRACE 3BDR 2BATH TOP loc S.Marc/15min LIDO beach,92120331,Snh,Isole,Castello,45.43441,12.34549,Entire home/apt,246,5,14,2021-09-06,5.75,4,171,14,
49363330,New apartment in the heart of venice for 3,73934712,Tour Apartments,Isole,Castello,45.43357,12.34759,Entire home/apt,75,2,12,2021-08-22,3.83,16,339,12,
49376671,"Cozy Attico dei Furlani up 4 persons, WIFI and A/C",13012838,Paola,Isole,Castello,45.43503,12.3471,Entire home/apt,74,2,5,2021-07-12,1.27,4,335,5,
49385229,San Marco Baretteri Suite New,31922692,Iryna,Isole,San Marco,45.435883,12.337683,Entire home/apt,142,2,5,2021-08-06,2.14,7,173,5,M0270427582
49395443,Santo Stefano Balcony,15005402,Veronica,Isole,San Marco,45.43466,12.33092,Entire home/apt,120,3,7,2021-08-30,3.23,6,51,7,
49415345,NEAR ST MARK SQUARE WITH TERRACE AND CANAL VIEW,10333185,Francesca,Isole,Castello,45.43619,12.33961,Entire home/apt,136,3,12,2021-08-21,6.92,5,326,12,
49431395,The golden place e secret garden,350161749,Gaia,Isole,Cannaregio,45.44328,12.33996,Entire home/apt,132,2,0,,,10,357,0,
49439527,7 windows on Venice PLUS - SANITIZED,144924176,Elde,Isole,Cannaregio,45.44484,12.33359,Entire home/apt,212,1,0,,,2,0,0,
49454621,La Boheme (L.T. M02704210660),5618111,Easy Suite Venezia,Isole,Castello,45.43218,12.35439,Entire home/apt,114,1,1,2021-08-28,1,60,206,1,
49454745,"RESIDENZA CONTARINA, free Wi-Fi near San Marco",3736168,EasyRentals,Isole,Castello,45.43378,12.35295,Entire home/apt,89,1,3,2021-06-11,2.31,27,361,3,
49455512,Ca' Nova (L.T. M0270423647),5618111,Easy Suite Venezia,Isole,Dorsoduro,45.4331,12.32711,Entire home/apt,191,1,11,2021-08-20,3.03,60,39,11,
49462120,"Über den Dächern von Venedig,  Wohnung mit Balkon",215414368,Jasmin,Isole,Castello,45.43332,12.3486,Entire home/apt,104,3,8,2021-05-17,2.18,1,156,8,
49472103,Sognare a Venezia Apartment,399003259,Simone,Isole,Santa Croce,45.44198,12.32577,Entire home/apt,248,2,0,,,3,353,0,
49473576,Sognare a Venezia Room Int. 4,399003259,Simone,Isole,Cannaregio,45.44311,12.32597,Entire home/apt,108,2,0,,,3,346,0,
49473870,Sognare a Venezia Room Int. 3,399003259,Simone,Isole,Cannaregio,45.44365,12.32423,Entire home/apt,118,2,0,,,3,350,0,
49477879,appartamento Di&Bi  4 posti letto+spiaggia,277518017,Sofia,Isole,Lido,45.42039,12.37679,Entire home/apt,151,1,7,2021-08-01,3.04,1,175,7,
49479499,Ca' Canciani (L.T M02704210629),5618111,Easy Suite Venezia,Isole,Cannaregio,45.44105,12.33867,Entire home/apt,182,1,7,2021-07-04,2.63,60,62,7,
49489753,"Apartment with one bedroom in Venezia, with wonderful city view and WiFi",166803792,"Loic, Estelle & Co",Isole,Castello,45.4303,12.35666,Entire home/apt,179,1,0,,,1,365,0,
49491664,Ca Manuela Venice,2847482,Maria,Isole,Castello,45.43495,12.34173,Entire home/apt,124,2,11,2021-07-19,5.41,3,283,11,
49493948,Sogno Veneziano,83032678,Giorgio,Isole,Castello,45.4317,12.35238,Entire home/apt,98,3,10,2021-08-21,3.90,1,305,10,
49509963,Ca’ Uccelli-Stupendo Appartamento 5 min da Venezia,181335947,Annalisa,Terraferma,Marghera,45.47967,12.23136,Entire home/apt,89,2,4,2021-08-26,4,1,180,4,
49510028,Ca' Lirica (L.T M0270424190),5618111,Easy Suite Venezia,Isole,Castello,45.43371,12.34841,Entire home/apt,204,1,9,2021-08-09,2.87,60,70,9,
49517394,Ca Cici Venice Loft Apartment,287133851,Christian E Oceania,Isole,Castello,45.4333,12.35176,Entire home/apt,150,2,0,,,2,0,0,
49524898,Romantic on the Canalside for two  1 night Central,343754246,Francesco,Isole,Santa Croce,45.44137,12.32353,Entire home/apt,115,1,4,2021-08-09,1.04,9,64,4,
49527015,Easylife - Amazing apartment at Rialto Venezia,9025189,Donato,Isole,Cannaregio,45.43853,12.33758,Entire home/apt,105,2,9,2021-09-06,2.90,1,362,9,IP0270427056
49531521,Cà di pizzo di Burano,51193135,Zhou,Isole,Burano,45.48603,12.41601,Entire home/apt,85,2,0,,,1,159,0,
49537000,Grazioso appartamento a due passi da Pz. San Marco,7787037,Paola,Isole,Castello,45.4341,12.34574,Entire home/apt,70,2,15,2021-08-04,5.17,3,122,15,
49537754,Venice Romantic home,399608157,Andrea,Isole,Dorsoduro,45.43598,12.32566,Entire home/apt,225,1,0,,,7,342,0,
49539535,'Casa sul Ponte' caratteristica con ampia terrazza,246249802,Paola,Isole,Cannaregio,45.43915,12.33922,Entire home/apt,120,2,4,2021-05-25,2.03,2,148,4,
49544507,Venice traditional home with terrace,399608157,Andrea,Isole,Dorsoduro,45.43547,12.32616,Entire home/apt,165,1,7,2021-08-29,1.83,7,351,7,
49546834,Venice petit rooftop with jacuzzi,399608157,Andrea,Isole,Dorsoduro,45.43499,12.32609,Entire home/apt,130,1,8,2021-08-23,2.09,7,351,8,
49554957,"View on Sant'Elena Park, 3 minutes from Biennale.",4542024,Thomas,Isole,Sant'Elena,45.42651,12.3609,Entire home/apt,198,3,6,2021-07-13,1.86,1,274,6,
49555393,Ca' Doge Grand Canal,399608157,Andrea,Isole,San Polo,45.43638,12.32829,Entire home/apt,235,1,0,,,7,362,0,
49564950,Tre Archi view,192269500,Giuseppe,Isole,Cannaregio,45.4441,12.32142,Entire home/apt,96,2,9,2021-08-14,2.73,2,332,9,
49566392,Venice court Grand Canal,399608157,Andrea,Isole,San Polo,45.43536,12.3284,Entire home/apt,158,1,0,,,7,362,0,
49568628,Venice luxury rooftop with romantic ensuite tub,399608157,Andrea,Isole,San Polo,45.43608,12.32681,Entire home/apt,235,1,0,,,7,363,0,
49578014,"Venice Rose, Dorsoduro Canal View Apartment",27081641,Irene,Isole,Dorsoduro,45.43145,12.32319,Entire home/apt,110,2,4,2021-08-18,4,5,96,4,
49585966,AL TRAGHETTO APARTMENT,398894399,Alessandra,Isole,Santa Croce,45.43861,12.32283,Entire home/apt,83,2,21,2021-06-27,6.70,1,29,21,
49601807,Magnifico appartamento centro storico San Marco,14841399,Marika,Isole,San Marco,45.43286,12.32896,Entire home/apt,400,3,1,2021-08-15,1,1,365,1,
49602338,Your Home in Venice,48940243,Chiara,Isole,Cannaregio,45.44761,12.31964,Entire home/apt,80,2,0,,,1,152,0,
49603106,DAMASCO -sophisticated apartment with courtyard,400112651,Monica,Isole,Cannaregio,45.444901,12.330968,Entire home/apt,422,2,0,,,2,362,0,
49609376,RIO TERA' SUITE,400155997,Valdete,Isole,Cannaregio,45.44223,12.33705,Entire home/apt,100,1,3,2021-07-25,3,1,365,3,
49609833,"Appartamento ""ai 2 fratelli""",83651586,Emma,Isole,Cannaregio,45.44395,12.33348,Entire home/apt,45,30,0,,,1,6,0,
49615829,Great View and Great Place,383893150,Robin,Isole,Lido,45.39262,12.35455,Private room,28,1,0,,,1,0,0,
49620797,Canal View Apartment in Dorsoduro area,45323433,Carlo,Isole,Dorsoduro,45.43601,12.32067,Entire home/apt,86,2,7,2021-06-20,1.83,3,150,7,
49627691,Elisabeth Apartment Canal View,72445649,Fabrizio,Isole,Castello,45.433708,12.357902,Entire home/apt,209,2,3,2021-08-29,2.05,6,135,3,M02704211737
49643264,Residenza Riccardo (L.T M02704211735),5618111,Easy Suite Venezia,Isole,Cannaregio,45.44577,12.32574,Entire home/apt,101,1,0,,,60,13,0,
49643504,Infinite House Guglie - Venezia,139627704,Giusy & Fabrizio,Isole,Cannaregio,45.443695,12.325942,Entire home/apt,164,2,6,2021-08-08,1.78,23,337,6,M02704211965
49646212,Infinite House Ca' Vendramin - Venezia,139627704,Giusy & Fabrizio,Isole,Cannaregio,45.44314,12.33272,Entire home/apt,161,2,6,2021-09-04,3.27,23,335,6,M02704211966
49646809,Lion Palace Canal View R&R,173200514,Rent&Relax,Isole,Castello,45.43671,12.34607,Entire home/apt,375,1,12,2021-09-02,3.60,40,289,12,
49653464,VELLUTO luxury  open space  mezzanine  and terrace,400112651,Monica,Isole,Cannaregio,45.444901,12.330968,Entire home/apt,410,2,0,,,2,363,0,
49653958,Studio with garden,400475754,Jola,Isole,Cannaregio,45.44761,12.32777,Entire home/apt,64,1,3,2021-08-16,3,2,301,3,
49669106,Ca Falier Blue,16225903,Anastasia,Isole,Santa Croce,45.43645,12.32421,Entire home/apt,104,2,7,2021-08-02,4.77,4,331,7,M0270428862
49683785,Venice Lido Apartment,326168865,Carlo,Isole,Lido,45.40213,12.36144,Entire home/apt,543,3,1,2021-07-09,0.49,1,353,1,
49699312,Comfy(small) apartment near train station,34313020,Lee,Isole,Santa Croce,45.4402,12.32216,Private room,40,2,18,2021-08-11,6.14,1,33,18,
49699855,Ca' dei Volti - appartement à San Tomà,182392593,Veronica,Isole,San Polo,45.436405,12.32732,Entire home/apt,104,3,1,2021-08-30,1,1,148,1,
49705348,Lovely & shiny - easy start to reach all the town,6019189,Federico,Isole,Cannaregio,45.44155,12.33673,Entire home/apt,126,2,1,2021-06-06,0.32,19,349,1,M0270422191
49713213,Lion Palace Deluxe R&R,173200514,Rent&Relax,Isole,Castello,45.43677,12.34352,Entire home/apt,227,1,0,,,40,293,0,
49720846,Lion Palace Junior Suite R&R,173200514,Rent&Relax,Isole,Castello,45.43573,12.34386,Entire home/apt,302,1,1,2021-08-05,0.88,40,345,1,
49722149,Venezia - Calle Teatro Vecchio,139627704,Giusy & Fabrizio,Isole,San Polo,45.440067,12.332785,Entire home/apt,158,3,8,2021-09-03,6.49,23,354,8,M0270424035
49722920,Lion Palace Superior R&R,173200514,Rent&Relax,Isole,Castello,45.43687,12.34414,Entire home/apt,183,1,0,,,40,344,0,
49723789,Venice Pearl-3 bedrooms apartment in Dorsoduro,27081641,Irene,Isole,Dorsoduro,45.43131,12.32304,Entire home/apt,160,2,6,2021-08-16,1.68,5,70,6,
49724193,Ca' Meraviglia (L.T. M02704211913),5618111,Easy Suite Venezia,Isole,Castello,45.436562,12.339474,Entire home/apt,118,1,3,2021-08-15,3,60,67,3,
49724196,Appartamento in villa storica dei primi del '900,46460247,Giorgio,Isole,Lido,45.41873,12.37283,Entire home/apt,130,4,0,,,4,360,0,
49724661,Grande camera doppia vicinissima a Rialto,5564953,Ada,Isole,Cannaregio,45.43924,12.33927,Private room,60,7,0,,,4,249,0,
49727247,Lion Palace Suite Terrace R&R,173200514,Rent&Relax,Isole,Castello,45.43578,12.34372,Entire home/apt,357,1,5,2021-06-27,1.49,40,332,5,
49731717,Un angolo di relax tra la laguna e il mare,40347568,Elena,Isole,Lido,45.40452,12.36416,Entire home/apt,196,2,0,,,1,263,0,
49743811,Biennale Gallery Loft,127031595,Dott Borella,Isole,Castello,45.43112,12.35769,Entire home/apt,105,2,5,2021-08-14,4.55,4,173,5,
49746170,VENETIAN PALAZZO IN THE HEART OF VENICE,12437976,Maria,Isole,Cannaregio,45.44131,12.3336,Private room,99,2,2,2021-08-28,0.75,5,363,2,
49747889,Fornace Loft with Dependance R&R,173200514,Rent&Relax,Isole,Cannaregio,45.447384,12.32575,Entire home/apt,268,1,1,2021-08-06,0.91,40,331,1,
49762367,Venice to meet you - San Marco square,11466353,Simone,Isole,San Marco,45.434551,12.335662,Entire home/apt,79,2,12,2021-08-03,5.90,1,121,12,
49764275,Blusuite appartamento,372090432,Xhafer,Isole,Castello,45.43589,12.34226,Entire home/apt,240,1,1,2021-05-23,0.28,8,90,1,
49771863,Villa Giotto - Suite Platinum Apartment,13634695,Maura,Terraferma,Altobello,45.488365,12.249135,Entire home/apt,139,1,1,2021-08-19,1,9,349,1,
49772251,Venice Garibaldi Biennale big house 3bdr 3bath,401405918,Helene,Isole,Castello,45.4332,12.35035,Entire home/apt,270,5,0,,,1,26,0,
49773148,"BALCONY CANNAREGIO 4pax, wifi, aircond",17534457,Merlin,Isole,Cannaregio,45.443779,12.327768,Entire home/apt,171,2,0,,,27,340,0,
49773169,"WHERE THE CARNIVAL STARTS 4pax, wifi, aircond",17534457,Merlin,Isole,Cannaregio,45.444729,12.323998,Entire home/apt,171,2,0,,,27,344,0,
49789909,"Cannaregio apartment, near railway station",5158215,Paola,Isole,Cannaregio,45.44678,12.32589,Entire home/apt,110,3,2,2021-08-09,2,2,169,2,
49796015,"Cà Miranda, eleganza e relax",401583268,Petra,Isole,Cannaregio,45.44228,12.33116,Entire home/apt,120,2,5,2021-08-29,3.85,1,322,5,
49807987,RialtoMercato 2197,401692140,Luana,Isole,Santa Croce,45.43952,12.33011,Entire home/apt,70,2,6,2021-08-08,1.82,2,106,6,
49809655,Romantic palazzo in the heart of Venice,63199998,Alfred,Isole,Cannaregio,45.44453,12.33491,Private room,94,2,3,2021-06-27,0.89,1,351,3,
49809795,RialtoMercato2198,401692140,Luana,Isole,Santa Croce,45.43983,12.33066,Entire home/apt,70,2,0,,,2,68,0,
49832925,Ca Falier Piccolo,16225903,Anastasia,Isole,San Polo,45.43743,12.32409,Entire home/apt,73,1,13,2021-08-18,3.61,4,280,13,
49833320,Domus Flora(Camera Fucsia) - Ampia stanza privata,118631892,Ornella,Terraferma,Campalto,45.48859,12.297607,Private room,43,2,2,2021-08-17,2,3,0,2,IP0270427008
49836327,Domus Flora(Camera Amaryllis)-Ampia stanza privata,118631892,Ornella,Terraferma,Campalto,45.48859,12.297607,Private room,43,2,0,,,3,0,0,IP0270427008
49843181,Few steps from Piazza San Marco,198581,Laura,Isole,San Marco,45.43397,12.33639,Entire home/apt,170,2,0,,,11,364,0,
49843819,Ca' D'Oro Apartment,198581,Laura,Isole,Cannaregio,45.44311,12.32933,Entire home/apt,100,2,0,,,11,0,0,
49843964,San Polo Studio,198581,Laura,Isole,San Polo,45.43638,12.32783,Entire home/apt,143,2,0,,,11,343,0,
49844421,Ideal  space for visiting Venice,61973863,Gabriella,Isole,Santa Croce,45.441849,12.328234,Entire home/apt,120,3,6,2021-08-20,4.09,2,353,6,Numero di licenza MO270429243
49845078,"Casa MAeBA, free Wi-Fi near Venice",3736168,EasyRentals,Terraferma,Marghera Catene,45.477436,12.207484,Entire home/apt,74,1,0,,,27,245,0,
49848230,Apt. La Fontana con Giardino privato,402013155,La,Isole,Castello,45.4306,12.35625,Entire home/apt,160,3,2,2021-08-11,1.76,1,312,2,
49850484,"Corte de la Tana. Quiet, in Arsenale-Biennale area",2439034,Cristina,Isole,Castello,45.434132625378886,12.352062610993428,Entire home/apt,107,3,8,2021-07-26,6.67,1,335,8,M0270420202
49851021,Pied-à-Venise,151080881,Marina,Isole,Cannaregio,45.43872,12.33777,Entire home/apt,140,2,1,2021-08-20,1,1,87,1,
49864876,"Riva Excelsior Apartment, your home in Venice",402154510,Manuela,Isole,Castello,45.431538,12.353844,Entire home/apt,144,3,4,2021-07-31,2.40,1,336,4,M0270424327
49865795,15th century palace(240 sqm)in the heart of Venice,253766233,Alvise,Isole,San Polo,45.437805,12.333442,Entire home/apt,160,4,0,,,1,355,0,
49869871,"Greci View Apartment, for 7 near San Marco",3736168,EasyRentals,Isole,Castello,45.43377,12.34582,Entire home/apt,192,1,1,2021-07-18,0.58,27,355,1,
49870846,Beautiful Apartment in Rialto.,402185956,Antonino,Isole,Cannaregio,45.43962,12.3368,Entire home/apt,110,2,22,2021-08-23,6.53,1,161,22,
49873248,Residenza La Salute (L.T. M0270428645),5618111,Easy Suite Venezia,Isole,Dorsoduro,45.4291,12.33371,Entire home/apt,83,1,10,2021-08-30,3.80,60,62,10,
49876274,508-Piave House,401372236,LaPlanning,Terraferma,Piave 1860,45.48884,12.23337,Entire home/apt,41,2,3,2021-07-30,3,21,89,3,
49877079,Bright&Quiet -San Marco,22947724,Roberto,Isole,Castello,45.43498,12.34153,Entire home/apt,111,3,10,2021-08-30,4.69,3,59,10,
49892807,Intero appartamento immerso nella quiete di Murano,402350603,Luca,Isole,Murano,45.45791,12.35383,Entire home/apt,145,2,0,,,1,114,0,
49893040,CASA LUCATELLO - Nel Cuore di Venezia,7672609,Gian Luigi & Nicola,Isole,San Marco,45.43382,12.33114,Entire home/apt,120,2,0,,,2,353,0,
49893710,Generator - Bed in 16 Bed Room with shared Bathroom,251480550,Generator,Isole,Giudecca,45.42521,12.33543,Shared room,37,1,17,2021-08-14,10.63,4,266,17,
49897810,DELUXE DOUBLE ROOM WITH PRIVATE EXTERNAL BATHROOM,112696939,Martina,Isole,Cannaregio,45.44046,12.32136,Private room,89,1,4,2021-08-17,2.11,4,256,4,
49900871,San Marco Luxury Studio with special view,122989504,Marta,Isole,San Marco,45.43417,12.33374,Entire home/apt,116,2,10,2021-08-16,10,6,228,10,
49903567,Marco' s apartment -ideale per Venezia-,211787920,Marco,Terraferma,Bissuola,45.49316,12.2602,Entire home/apt,66,2,5,2021-08-14,5,1,300,5,
49915867,"Dimora Scarpa, abitazione tipica isolana",402515359,Alberta,Isole,Pellestrina,45.27439,12.30196,Entire home/apt,93,1,4,2021-05-30,1.22,1,16,4,
49916653,"MEMA apartment, wonderful location with canal view",402521017,Marika,Isole,Santa Croce,45.43772,12.32025,Entire home/apt,141,2,0,,,1,4,0,
49918841,Apartment Paradiso Venezia,167558829,Conrado,Isole,San Marco,45.43649,12.33888,Entire home/apt,120,1,7,2021-08-21,2.23,1,173,7,
49919509,Generator - Bed in 10 Female Dorm with Private Bathroom,251480550,Generator,Isole,Giudecca,45.42508,12.33735,Shared room,45,1,1,2021-06-27,0.41,4,276,1,
49919736,204-Corso House,401372236,LaPlanning,Terraferma,Altobello,45.48672,12.24771,Entire home/apt,35,2,1,2021-07-12,0.52,21,95,1,
49919782,206-Little Mestre,401372236,LaPlanning,Terraferma,San Lorenzo XXV Aprile,45.49137,12.24054,Entire home/apt,35,2,0,,,21,122,0,
49919813,207-Station Park Studio,401372236,LaPlanning,Terraferma,Piave 1860,45.49041,12.22852,Entire home/apt,35,2,0,,,21,28,0,
49919851,208-Tintoretto Studio,401372236,LaPlanning,Terraferma,Piave 1860,45.49075,12.24007,Entire home/apt,35,2,2,2021-08-15,1.62,21,63,2,
49919887,209-Venice Luxury Suite,401372236,LaPlanning,Terraferma,Piave 1860,45.48504,12.23439,Entire home/apt,45,2,0,,,21,92,0,
49919917,302-Bright Apartment,401372236,LaPlanning,Terraferma,Carpenedo,45.50354,12.25321,Entire home/apt,35,2,0,,,21,60,0,
49919949,401-10 Minutes To Venice,401372236,LaPlanning,Terraferma,Marghera,45.48035,12.22999,Entire home/apt,35,2,0,,,21,28,0,
49919972,404-Foscari House,401372236,LaPlanning,Terraferma,Carpenedo,45.50682,12.25054,Entire home/apt,35,2,0,,,21,18,0,
49919994,406-Laguna House,401372236,LaPlanning,Terraferma,Piave 1860,45.48623,12.2395,Entire home/apt,35,2,0,,,21,124,0,
49920012,408-Nina's House,401372236,LaPlanning,Terraferma,Piave 1860,45.48862,12.24539,Entire home/apt,35,2,0,,,21,63,0,
49920037,411-Gabrieli House,401372236,LaPlanning,Terraferma,San Lorenzo XXV Aprile,45.49266,12.22725,Entire home/apt,41,2,0,,,21,0,0,
49920150,414-Gaia's House,401372236,LaPlanning,Terraferma,San Lorenzo XXV Aprile,45.4941,12.25131,Entire home/apt,35,2,0,,,21,3,0,
49920208,415-Swing House,401372236,LaPlanning,Terraferma,Marghera,45.47547,12.21567,Entire home/apt,35,2,0,,,21,32,0,
49920242,507-Palladio Apartment,401372236,LaPlanning,Terraferma,Bissuola,45.49652,12.2632,Entire home/apt,60,2,0,,,21,0,0,
49920262,601-Riviera House,401372236,LaPlanning,Terraferma,San Lorenzo XXV Aprile,45.49614,12.2359,Entire home/apt,35,2,0,,,21,81,0,
49920296,602-Bridge House,401372236,LaPlanning,Terraferma,Piave 1860,45.48354,12.23753,Entire home/apt,88,2,1,2021-08-16,1,21,0,1,
49921020,604-Ca' Leonardo Apartment,401372236,LaPlanning,Terraferma,Piave 1860,45.48882,12.23928,Entire home/apt,35,2,0,,,21,122,0,
49921572,605-Casa di Maria Rosa,401372236,LaPlanning,Terraferma,Tessera,45.5031,12.32686,Entire home/apt,35,2,1,2021-08-08,1,21,72,1,
49921633,606-Lighthouse Apartment,401372236,LaPlanning,Terraferma,Bissuola,45.49367,12.25628,Entire home/apt,94,2,0,,,21,0,0,
49921654,S04-San Pantalon,401372236,LaPlanning,Isole,Dorsoduro,45.43542,12.32244,Entire home/apt,119,2,6,2021-08-18,2.81,21,68,6,
49927601,Palazzo Venere - Pop 1970,402591285,Palazzo Venere,Isole,San Polo,45.43764,12.32385,Entire home/apt,123,1,8,2021-06-27,3.64,8,354,8,
49928259,Tommy's Flat,44400308,Tommaso,Terraferma,Carpenedo,45.50575,12.25467,Entire home/apt,91,1,0,,,1,275,0,
49928639,Palazzo Venere - Restauratore,402591285,Palazzo Venere,Isole,Santa Croce,45.43923,12.32525,Entire home/apt,203,1,4,2021-08-02,2.79,8,332,4,
49928819,Palazzo Venere - Veneziano,402591285,Palazzo Venere,Isole,Santa Croce,45.43939,12.32377,Entire home/apt,159,1,5,2021-06-06,1.72,8,355,5,
49928949,Palazzo Venere - Viaggiatore,402591285,Palazzo Venere,Isole,San Polo,45.43762,12.32554,Entire home/apt,235,1,9,2021-07-04,3.10,8,329,9,
49929086,Palazzo Venere - Naturalista,402591285,Palazzo Venere,Isole,Santa Croce,45.43916,12.32368,Entire home/apt,159,1,7,2021-07-26,2.41,8,356,7,
